   762 vectors
   kx   ky   kz     ex   ey   ez        rk        phik
    3   -5    6      4    4    6     0.691689   1.664243
    3   -4   -6     -4    7   -1    -0.229317  -1.415367
    3   -4    6      4   -6    4    -0.475571   1.447191
    3   -3   -7     -5   -6    3    -1.485285  -2.129477
    3   -3    7     -2   -7   -4    -0.237246  -0.944280
    3   -2   -7      5    1   -6     2.224707   1.990561
    3   -2    7      7   -2   -4     1.865956   2.639180
    3   -1   -7     -8    0    0     0.247713  -3.042881
    3   -1    7     -4   -5   -4     1.102125  -1.697579
    3    0   -7      2   -2   -7     0.154756   0.729000
    3    0    7      5    3   -5     1.234692   2.028428
    3    1   -7     -4    5    4    -0.827378  -1.478208
    3    1    7     -2   -3   -7     0.315178  -0.846865
    3    2   -7     -4    1   -7     1.020330  -1.575464
    3    2    7     -3    2   -7    -0.159240  -1.162971
    3    3   -7     -6    4    3     1.344119  -2.257928
    3    3    7     -5    6    0    -0.968517  -1.815805
    3    4   -6      7   -1    4    -0.005068   2.711450
    3    4    6     -1   -7   -4    -0.443676  -0.520626
    3    5   -6      0   -8   -2    -1.576357  -0.195061
    3    5   -5      8    0   -1    -0.424449   3.026501
    3    5    5     -5   -5    3    -0.656311  -2.101004
    3    5    6      4   -7   -1    -1.318713   1.390603
    3    6   -5     -5    5    3    -0.295644  -1.853059
    3    6   -4      5   -6    3     0.770200   1.828337
    3    6    4      8    1   -2    -0.322055   3.060969
    3    6    5      3    4   -6    -1.088003   1.247847
    3    7   -3      2   -2   -7    -0.951745   0.726667
    3    7   -2      2    7    4    -0.563845   0.937190
    3    7   -1      0   -1    8     0.703044  -0.013932
    3    7    0     -2    1    8    -0.354032  -0.758454
    3    7    1      5   -3    5    -1.852394   1.920926
    3    7    2      5   -4   -5    -0.457776   1.874635
    3    7    3      5    6   -2    -0.907381   2.124557
    4   -7   -2     -2    8   -1    -0.271791  -0.590268
    4   -7   -1     -2    3    7     1.573872  -0.706437
    4   -7    0     -5    3   -6     0.084727  -1.938923
    4   -7    1     -8   -1    0     0.023512  -3.080732
    4   -7    2      6   -2    5     0.886449   2.320377
    4   -6   -4      0    4   -7     0.593233   0.061535
    4   -6   -3     -7    3    2    -0.013509  -2.599663
    4   -6    3      0   -4    7     0.348830  -0.064428
    4   -6    4     -2    7    3    -1.289438  -0.615014
    4   -5   -5     -7   -3   -1     1.411425  -2.874714
    4   -5   -4     -7   -2    3     0.610389  -2.803347
    4   -5    4      6    5   -2    -0.822153   2.483679
    4   -5    5      1   -3    7    -1.654743   0.333773
    4   -4   -6      5   -6    3     0.118242   1.827532
    4   -4   -5      0    5    6     0.310396   0.084608
    4   -4    5      0    1    8    -0.607257   0.018946
    4   -4    6     -5    0    6     0.695480  -1.977984
    4   -3   -6     -2    3   -7    -1.056289  -0.715920
    4   -3    6     -2    8    0     0.398017  -0.589029
    4   -2   -7     -4   -2    7    -0.018814  -1.614675
    4   -2    7      2   -8   -1    -0.472663   0.571319
    4   -1   -7     -5   -5    4     0.749619  -2.091166
    4   -1    7      5   -6    0    -1.810984   1.806098
    4    0   -7     -3   -3   -7    -0.391198  -1.249128
    4    0    7     -2   -2    8    -1.591316  -0.807098
    4    1   -7     -8   -1   -2    -0.737509  -3.100997
    4    1    7      0    8    1    -0.589306   0.182053
    4    2   -7      1   -1    8     0.863545   0.363857
    4    2    7     -1    7    3     1.632345  -0.251671
    4    3   -6      1   -1    8    -0.147412   0.361438
    4    3    6      3    4   -6     1.122690   1.242957
    4    4   -6     -4    7    0    -1.203825  -1.410115
    4    4   -5      1    8   -2     1.713586   0.517215
    4    4    5     -6   -5   -2     0.011506  -2.519099
    4    4    6     -6   -5   -1    -0.146670  -2.517212
    4    5   -5     -6   -5    1    -0.193322  -2.496125
    4    5   -4      1    4    7     0.697816   0.448087
    4    5    4     -3    7   -3     0.511973  -1.045788
    4    5    5      4   -6    4    -1.126420   1.452993
    4    6   -4      0   -8    2    -1.614668  -0.163179
    4    6   -3      8    1   -1    -0.022242   3.068098
    4    6    3      8    2   -2    -1.259774   3.104311
    4    6    4      3    3    7    -0.937547   1.232976
    4    7   -2      1    8   -1     0.279326   0.525038
    4    7   -1     -4    4    5     0.548390  -1.510972
    4    7    0      7   -1    4     1.088563   2.712545
    4    7    1     -6    5    1     0.004388  -2.208763
    4    7    2     -6    3    4     1.037235  -2.295290
    5   -6   -3      1   -3   -7     0.992919   0.324161
    5   -6   -2     -2    8    1     0.693280  -0.574940
    5   -6   -1      2   -2   -8    -0.614424   0.714328
    5   -6    0      1    0    8     1.396813   0.379971
    5   -6    1      7    0   -3    -1.871735   2.732027
    5   -6    2      6    5    2     0.934637   2.517854
    5   -6    3     -6    0    5    -1.144233  -2.360836
    5   -5   -4     -7    4    2     0.486465  -2.545216
    5   -5   -3     -7    2   -4    -0.219895  -2.687206
    5   -5    3     -5   -2    6    -0.330040  -2.014833
    5   -5    4     -6   -1   -5    -0.101046  -2.391482
    5   -4   -5     -1    3   -7    -1.364514  -0.337908
    5   -4   -4     -3   -1    7    -0.427402  -1.204558
    5   -4    4      5   -6   -2    -0.483457   1.792816
    5   -4    5      0   -6    6     1.132099  -0.101205
    5   -3   -6      8    1   -1    -0.751194   3.070823
    5   -3   -5      2   -4    7    -0.314419   0.688542
    5   -3    5      8    2   -2    -0.262673   3.096327
    5   -3    6     -8    2    2     1.012574  -2.947819
    5   -2   -6     -6    3    4     1.788167  -2.292743
    5   -2    6      2   -7    4     0.958797   0.644295
    5   -1   -6     -3    6    4    -1.082950  -1.067775
    5   -1    6      4    6    3     0.596917   1.726397
    5    0   -6      2   -2    8    -0.256115   0.744645
    5    0    6      3   -1   -7    -0.294306   1.158941
    5    1   -6     -6   -2    5    -0.415856  -2.402946
    5    1    6      0   -7    3     0.644382  -0.140440
    5    2   -6     -6    0   -5     1.603161  -2.367352
    5    2    6     -6   -6    0     0.878299  -2.542296
    5    3   -6      1    6    5    -0.057519   0.477216
    5    3   -5     -5    6    0     0.312682  -1.817454
    5    3    5      6    1   -5     0.404045   2.371299
    5    3    6      5   -5    3    -0.062152   1.858216
    5    4   -5     -1    8    1     0.242854  -0.212110
    5    4   -4      5    5    4     0.035929   2.109585
    5    4    4      5    1    6     1.469612   1.998077
    5    4    5     -6    4    3     0.947479  -2.259787
    5    5   -4     -7    1   -4    -0.512757  -2.719268
    5    5   -3      2    1   -8     0.756898   0.782910
    5    5    3     -8    1    1    -1.397509  -2.993472
    5    5    4      1   -1   -8     0.820502   0.353868
    5    6   -3      7   -3    3     0.487846   2.629952
    5    6   -2     -2    8   -2     1.421160  -0.601777
    5    6   -1      3   -7    0     0.710902   1.015027
    5    6    0     -5    6    0     0.549136  -1.812544
    5    6    1     -5    4    4     0.116542  -1.892050
    5    6    2      5   -6    1     1.707992   1.816427
    5    6    3      4    4    5    -0.550966   1.654692
    6   -6    0      1   -3   -7     0.262925   0.318710
    6   -5   -3     -6    4    4    -0.172139  -2.255123
    6   -5   -2      0    1   -8    -0.152136   0.012179
    6   -5   -1      2   -7    4    -0.360343   0.640468
    6   -5    0     -7    2   -3     0.737318  -2.680537
    6   -5    1     -7    2    4    -0.260004  -2.645101
    6   -5    2      0   -8    1    -0.329585  -0.173095
    6   -5    3     -7    1   -3    -1.823550  -2.711831
    6   -4   -4      0   -6    6     0.814311  -0.098908
    6   -4   -3      7   -1   -4    -0.921016   2.691382
    6   -4    3     -4   -5    5     0.662666  -1.684064
    6   -4    4     -4    5    5     0.060098  -1.464121
    6   -3   -5      7    4   -1    -1.205096   2.902670
    6   -3   -4      5    2   -6    -0.934411   2.005443
    6   -3    4      4    3   -6     0.075371   1.621359
    6   -3    5      0   -2   -8    -0.186271  -0.039157
    6   -2   -5      5    2    6     1.363574   2.009070
    6   -2    5      2    7   -2    -1.298959   0.918658
    6   -1   -5      6    4    3    -1.274008   2.453124
    6   -1    5     -1   -6   -5     0.171619  -0.489263
    6    0   -6     -1    2    8     1.399823  -0.344499
    6    0   -5      3   -7    3    -1.640710   1.036533
    6    0    5      4    7   -2    -2.117591   1.737358
    6    0    6      5    5   -4     2.298615   2.087356
    6    1   -5      0   -5   -6    -0.855992  -0.091885
    6    1    5     -8   -2    1    -0.249089  -3.117111
    6    2   -5     -3   -7    3    -0.035481  -1.338120
    6    2    5     -1    8    0    -0.351242  -0.226188
    6    3   -5     -1    6   -5    -0.222309  -0.291221
    6    3   -4     -6   -5    3    -0.392398  -2.480736
    6    3    4     -8    0   -2     0.878879  -3.060081
    6    3    5      1    2    8    -0.066038   0.415887
    6    4   -4     -7   -4    2    -0.372465  -2.905249
    6    4   -3     -6    3    5    -0.953850  -2.286940
    6    4    3      5   -3   -5    -1.179285   1.915824
    6    4    4      0    6    6     0.260145   0.112524
    6    5   -3     -5   -4    5     0.288576  -2.063967
    6    5   -2      3    7    2     0.871782   1.372371
    6    5   -1     -3   -6    4    -2.748585  -1.307812
    6    5    0      7    4   -1    -0.834258   2.902372
    6    5    1     -3   -6    5    -0.132907  -1.305032
    6    5    2      7    2    4     1.176461   2.829841
    6    5    3     -7    4   -1    -0.899683  -2.569903
    6    6    0      4   -7    0    -1.698733   1.401659
    7   -4   -2      0   -8   -2    -0.223403  -0.196833
    7   -4   -1      4   -5    4     0.015450   1.479232
    7   -4    0     -6    2    5     0.196963  -2.316295
    7   -4    1      5    5   -3    -0.568499   2.094385
    7   -4    2     -7    4    2    -0.904824  -2.544881
    7   -3   -3     -3    4    6     0.881526  -1.121288
    7   -3   -2      1    4    7     0.579561   0.443771
    7   -3   -1      2    8    1    -1.031528   0.976962
    7   -3    0      3    7    0     1.419240   1.349301
    7   -3    1     -1    7    4    -1.641629  -0.251054
    7   -3    2      2   -7    4     0.668934   0.644629
    7   -3    3      1   -1    8     0.995496   0.364487
    7   -2   -4      4    2    7    -2.438261   1.619229
    7   -2   -3     -5    3    5    -1.072891  -1.922080
    7   -2   -2     -3   -6    4    -1.040264  -1.311062
    7   -2    2     -4   -6   -4     1.273392  -1.742873
    7   -2    3     -6   -6    0     1.561088  -2.540452
    7   -2    4     -6   -4    4    -0.132357  -2.449761
    7   -1   -4     -1   -3   -7    -2.028602  -0.433210
    7   -1   -3     -3    5   -5    -0.439128  -1.106220
    7   -1    3      2   -8    0    -0.478751   0.574715
    7   -1    4      5    0    6     0.393063   1.977708
    7    0   -4      5    6   -1     0.018920   2.138238
    7    0   -3      5   -2   -6     1.237819   1.934013
    7    0    3      5   -3    5    -0.436137   1.921112
    7    0    4      1    6    5    -0.081805   0.479393
    7    1   -4     -8    0   -1    -0.252234  -3.050821
    7    1   -3     -6    5    1    -0.341713  -2.205992
    7    1    3      5    1   -6    -0.699566   1.989348
    7    1    4      5    3    6    -0.399524   2.048690
    7    2   -4     -4    1   -7    -0.290887  -1.574401
    7    2   -3      3    1   -7    -0.024926   1.198890
    7    2   -2     -4   -3    6    -0.010943  -1.630595
    7    2    2     -3    0   -7     0.218186  -1.197112
    7    2    3      1    8   -2    -0.160383   0.516723
    7    2    4      6   -4   -4    -0.222075   2.244937
    7    3   -3      0   -7    3    -0.700725  -0.141312
    7    3   -2     -5   -6   -2     0.945686  -2.168641
    7    3   -1     -2   -2   -7     0.757591  -0.824045
    7    3    0     -6    3    4    -0.350353  -2.295161
    7    3    1     -4    7   -2    -0.123300  -1.427141
    7    3    2     -8   -2   -1    -1.847795  -3.134381
    7    3    3      0    7   -3    -0.016778   0.128553
    7    4   -2     -3    2    7     0.605123  -1.155535
    7    4   -1      7    3   -1     0.007260   2.855982
    7    4    0     -1    7    4    -1.271164  -0.247881
    7    4    1      5   -5   -4    -0.005462   1.837384
    7    4    2      5    6   -3    -0.003146   2.116087
    8   -2   -2     -6   -4   -3     0.017504  -2.466690
    8   -2   -1      3    4   -6    -0.686007   1.247610
    8   -2    0     -3    5   -6    -0.068174  -1.110764
    8   -2    1      2   -5    6     0.056366   0.675102
    8   -2    2     -2   -7   -4     2.092977  -0.948717
    8   -1   -2     -8    0    0    -0.267080  -3.044022
    8   -1   -1      3    7    3    -0.671815   1.379466
    8   -1    0      5    4    4    -0.084199   2.073080
    8   -1    1      0   -7   -4    -0.383925  -0.153798
    8   -1    2      6    4    3    -0.655540   2.457935
    8    0   -2      4    5   -5    -0.163814   1.675500
    8    0   -1     -7   -3    1     2.420573  -2.862159
    8    0    0      5   -6    3     1.215139   1.831583
    8    0    1      2   -8    1    -1.231102   0.589542
    8    0    2      0   -7    4    -0.240973  -0.133584
    8    1   -2      2    8   -2    -0.380907   0.949477
    8    1   -1      3    6   -5    -0.813350   1.295644
    8    1    0     -1   -8    1     0.264279  -0.535723
    8    1    1      4    1    7     0.070928   1.597602
    8    1    2     -4   -4    5    -1.200649  -1.654087
    8    2   -2     -3   -5    6    -0.288326  -1.265908
    8    2   -1     -3   -4   -6    -0.997581  -1.259170
    8    2    0      3    7    2     0.419222   1.365498
    8    2    1      4    3   -6     0.463769   1.624052
    8    2    2     -3    0   -7    -0.357967  -1.192930
