  2214 vectors
   kx   ky   kz     ex   ey   ez        rk        phik
  -16  -18  -18     11   26   10    -1.487407   1.204585
  -16  -18   18     17  -17   18     1.581049   1.763294
  -16  -17  -19     22    4   20     0.138630   2.281657
  -16  -17   19    -24    6   17     0.059204  -2.477545
  -16  -11  -23      4   21  -21     0.790873   0.496457
  -16  -11   23     -5  -27   12     0.912328  -0.608061
  -16   -8  -24     -8  -24   16     0.183686  -0.907583
  -16   -8   24      1   -8   29     0.769303   0.155371
  -16   -5  -25     16   -4  -25     0.691689   1.664243
  -16   -5   25    -14    9   25    -0.229317  -1.415367
  -16   -4  -25     14   22   15    -0.475571   1.447191
  -16   -4   25    -20  -10   20    -1.485285  -2.129477
  -16    4  -25     -9   23   17    -0.237246  -0.944280
  -16    4   25     19  -16   17     2.224707   1.990561
  -16    5  -25     25   15    7     1.865956   2.639180
  -16    5   25    -29   -3   -7     0.247713  -3.042881
  -16    8  -24    -16  -18   18     1.102125  -1.697579
  -16    8   24      7  -15  -25     0.154756   0.729000
  -16   11  -23     19   10  -21     1.234692   2.028428
  -16   11   23    -15   25   -7    -0.827378  -1.478208
  -16   17  -19     -8   21  -20     0.315178  -0.846865
  -16   17   19    -15  -23   12     1.020330  -1.575464
  -16   18  -18    -11    1   28    -0.159240  -1.162971
  -16   18   18    -22   20   -4     1.344119  -2.257928
  -16   19  -17    -17  -17  -18    -0.968517  -1.815805
  -16   19   17     26    0  -15    -0.005068   2.711450
  -16   23  -11     -4  -28  -10    -0.443676  -0.520626
  -16   23   11     -1  -11  -28    -1.576357  -0.195061
  -16   24   -8     29   -1    8    -0.424449   3.026501
  -16   24    8    -20   10   20    -0.656311  -2.101004
  -16   25   -5     14  -26   -5    -1.318713   1.390603
  -16   25   -4    -18   24    0    -0.295644  -1.853059
  -16   25    4     17   21  -13     0.770200   1.828337
  -16   25    5     29    6    5    -0.322055   3.060969
  -15  -26   -2     12  -19   20    -1.088003   1.247847
  -15  -26   -1      7  -15  -25    -0.951745   0.726667
  -15  -26    0      9  -25  -14    -0.563845   0.937190
  -15  -26    1      0   -2  -30     0.703044  -0.013932
  -15  -26    2     -7   -3  -29    -0.354032  -0.758454
  -15  -25   -7     18    7   23    -1.852394   1.920926
  -15  -25    7     18  -17   17    -0.457776   1.874635
  -15  -24  -10     20    8  -21    -0.907381   2.124557
  -15  -24   10     -5  -14  -26    -0.271791  -0.590268
  -15  -23  -12     -7   27   11     1.573872  -0.706437
  -15  -23   12    -18  -23    7     0.084727  -1.938923
  -15  -22  -14    -29   -8   -1     0.023512  -3.080732
  -15  -22   14     23  -17    9     0.886449   2.320377
  -15  -14  -22      0   28  -11     0.593233   0.061535
  -15  -14   22    -25    4   16    -0.013509  -2.599663
  -15  -12  -23      0  -28  -11     0.348830  -0.064428
  -15  -12   23     -5  -29    6    -1.289438  -0.615014
  -15  -10  -24    -27  -13   -1     1.411425  -2.874714
  -15  -10   24    -27    7   11     0.610389  -2.803347
  -15   -7  -25     24   -2  -18    -0.822153   2.483679
  -15   -7   25      2   24  -18    -1.654743   0.333773
  -15   -2  -26     17   19   16     0.118242   1.827532
  -15   -2   26      0   30    2     0.310396   0.084608
  -15   -1  -26      0    8   29    -0.607257   0.018946
  -15   -1   26    -19   20   12     0.695480  -1.977984
  -15    0  -26     -7   23   18    -1.056289  -0.715920
  -15    0   26     -5  -14  -26     0.398017  -0.589029
  -15    1  -26    -16   25   -4    -0.018814  -1.614675
  -15    1   26      5   -6   29    -0.472663   0.571319
  -15    2  -26    -20   19   12     0.749619  -2.091166
  -15    2   26     17   16  -19    -1.810984   1.806098
  -15    7  -25    -12   15   23    -0.391198  -1.249128
  -15    7   25     -7  -28    8    -1.591316  -0.807098
  -15   10  -24    -30    1   -1    -0.737509  -3.100997
  -15   10   24      1    2   30    -0.589306   0.182053
  -15   12  -23      3  -23  -19     0.863545   0.363857
  -15   12   23     -1  -30   -1     1.632345  -0.251671
  -15   14  -22      3  -29    7    -0.147412   0.361438
  -15   14   22     12  -20   19     1.122690   1.242957
  -15   22  -14    -14   15   22    -1.203825  -1.410115
  -15   22   14      4   28  -10     1.713586   0.517215
  -15   23  -12    -24   -8   16     0.011506  -2.519099
  -15   23   12    -24   -6  -17    -0.146670  -2.517212
  -15   24  -10    -24    0   18    -0.193322  -2.496125
  -15   24   10      4  -19   23     0.697816   0.448087
  -15   25   -7    -10   19   21     0.511973  -1.045788
  -15   25    7     14   25    9    -1.126420   1.452993
  -15   26   -2     -1    1   30    -1.614668  -0.163179
  -15   26   -1     29    7    3    -0.022242   3.068098
  -15   26    0     30   -1    2    -1.259774   3.104311
  -15   26    1     12  -23  -15    -0.937547   1.232976
  -15   26    2      4   29    7     0.279326   0.525038
  -14  -26   -5    -15   10  -24     0.548390  -1.510972
  -14  -26    5     26    0  -15     1.088563   2.712545
  -14  -25   -9    -21   -4   21     0.004388  -2.208763
  -14  -25    9    -22  -20    4     1.037235  -2.295290
  -14  -22  -15      2   15   26     0.992919   0.324161
  -14  -22   15     -5   -6   29     0.693280  -0.574940
  -14  -15  -22      7  -25   15    -0.614424   0.714328
  -14  -15   22      3   -7   29     1.396813   0.379971
  -14   -9  -25     26    5   14    -1.871735   2.732027
  -14   -9   25     24    8  -16     0.934637   2.517854
  -14   -5  -26    -23    4  -19    -1.144233  -2.360836
  -14   -5   26    -24  -17   -6     0.486465  -2.545216
  -14    5  -26    -26   10  -11    -0.219895  -2.687206
  -14    5   26    -19    3  -23    -0.330040  -2.014833
  -14    9  -25    -23  -11   16    -0.101046  -2.391482
  -14    9   25     -2  -26   15    -1.364514  -0.337908
  -14   15  -22    -11  -26  -10    -0.427402  -1.204558
  -14   15   22     17    6   24    -0.483457   1.792816
  -14   22  -15     -1   29    8     1.132099  -0.101205
  -14   22   15     29    7    4    -0.751194   3.070823
  -14   25   -9      7  -29   -4    -0.314419   0.688542
  -14   25    9     30   -1    0    -0.262673   3.096327
  -14   26   -5    -28   -6   -9     1.012574  -2.947819
  -14   26    5    -22  -15  -14     1.788167  -2.292743
  -13  -27   -2      6   -9   28     0.958797   0.644295
  -13  -27   -1    -10   -4   28    -1.082950  -1.067775
  -13  -27    0     16   25    4     0.596917   1.726397
  -13  -27    1      7   -4  -29    -0.256115   0.744645
  -13  -27    2     11   -7   27    -0.294306   1.158941
  -13  -21  -17    -23  -15   12    -0.415856  -2.402946
  -13  -21   17     -1   13   27     0.644382  -0.140440
  -13  -17  -21    -23   -3   19     1.603161  -2.367352
  -13  -17   21    -24  -17    6     0.878299  -2.542296
  -13   -2  -27      4   16  -25    -0.057519   0.477216
  -13   -2   27    -17  -18   17     0.312682  -1.817454
  -13   -1  -27     23    3   19     0.404045   2.371299
  -13   -1   27     18  -24    2    -0.062152   1.858216
  -13    0  -27     -1  -18  -24     0.242854  -0.212110
  -13    0   27     20   -8   21     0.035929   2.109585
  -13    1  -27     19  -10  -21     1.469612   1.998077
  -13    1   27    -22   15   14     0.947479  -2.259787
  -13    2  -27    -26   -1  -15    -0.512757  -2.719268
  -13    2   27      7   15   25     0.756898   0.782910
  -13   17  -21    -29    7    3    -1.397509  -2.993472
  -13   17   21      2   30    0     0.820502   0.353868
  -13   21  -17     25   14   -9     0.487846   2.629952
  -13   21   17     -5  -26   14     1.421160  -0.601777
  -13   27   -2      9   28    6     0.710902   1.015027
  -13   27   -1    -17  -17   18     0.549136  -1.812544
  -13   27    0    -18    2  -24     0.116542  -1.892050
  -13   27    1     17   18  -17     1.707992   1.816427
  -13   27    2     16   -8   24    -0.550966   1.654692
  -12  -27   -5      2   13   27     0.262925   0.318710
  -12  -27    5    -22   20    4    -0.172139  -2.255123
  -12  -26   -9      0    2   30    -0.152136   0.012179
  -12  -26    9      6  -17   24    -0.360343   0.640468
  -12  -23  -15    -26   11  -10     0.737318  -2.680537
  -12  -23   15    -25  -16   -4    -0.260004  -2.645101
  -12  -20  -19     -1    0  -30    -0.329585  -0.173095
  -12  -20   19    -26    0   15    -1.823550  -2.711831
  -12  -19  -20     -1   30   -2     0.814311  -0.098908
  -12  -19   20     26   -9   12    -0.921016   2.691382
  -12  -15  -23    -16   -8  -24     0.662666  -1.684064
  -12  -15   23    -15   26    1     0.060098  -1.464121
  -12   -9  -26     28   -8    7    -1.205096   2.902670
  -12   -9   26     19   -4  -23    -0.934411   2.005443
  -12   -5  -27     16  -24    8     0.075371   1.621359
  -12   -5   27      0  -18   24    -0.186271  -0.039157
  -12    5  -27     19   -4   23     1.363574   2.009070
  -12    5   27      8   29   -1    -1.298959   0.918658
  -12    9  -26     24  -17    6    -1.274008   2.453124
  -12    9   26     -4  -20   22     0.171619  -0.489263
  -12   15  -23     -2  -27   13     1.399823  -0.344499
  -12   15   23     10  -21   19    -1.640710   1.036533
  -12   19  -20     17  -23   -9    -2.117591   1.737358
  -12   19   20     20  -20   10     2.298615   2.087356
  -12   20  -19     -1   30    0    -0.855992  -0.091885
  -12   20   19    -30    0   -2    -0.249089  -3.117111
  -12   23  -15    -13    2   27    -0.035481  -1.338120
  -12   23   15     -1  -27   13    -0.351242  -0.226188
  -12   26   -9     -2   15  -26    -0.222309  -0.291221
  -12   26    9    -24    6  -17    -0.392398  -2.480736
  -12   27   -5    -29   -6   -5     0.878879  -3.060081
  -12   27    5      4  -25  -16    -0.066038   0.415887
  -11  -28   -1    -28    7    8    -0.372465  -2.905249
  -11  -28    0    -22  -14  -15    -0.953850  -2.286940
  -11  -28    1     18    7  -23    -1.179285   1.915824
  -11  -27   -7      1  -27  -13     0.260145   0.112524
  -11  -27    7    -19  -23    3     0.288576  -2.063967
  -11  -26  -10     13   21  -17     0.871782   1.372371
  -11  -26   10    -12  -27    5    -2.748585  -1.307812
  -11  -23  -16     28   -8    7    -0.834258   2.902372
  -11  -23   16    -12  -26   -9    -0.132907  -1.305032
  -11  -16  -23     27    1  -13     1.176461   2.829841
  -11  -16   23    -25   16   -5    -0.899683  -2.569903
  -11  -10  -26     14  -25    9    -1.698733   1.401659
  -11  -10   26     -1  -13   27    -0.223403  -0.196833
  -11   -7  -27     15  -24  -10     0.015450   1.479232
  -11   -7   27    -23   17    9     0.196963  -2.316295
  -11   -1  -28     20  -19   12    -0.568499   2.094385
  -11   -1   28    -24  -17   -6    -0.904824  -2.544881
  -11    0  -28    -11   28    0     0.881526  -1.121288
  -11    0   28      4  -19  -23     0.579561   0.443771
  -11    1  -28      9   12  -26    -1.031528   0.976962
  -11    1   28     13    0  -27     1.419240   1.349301
  -11    7  -27     -1  -30   -1    -1.641629  -0.251054
  -11    7   27      6   -9   28     0.668934   0.644629
  -11   10  -26      3  -23  -19     0.995496   0.364487
  -11   10   26     16  -24   -8    -2.438261   1.619229
  -11   16  -23    -18  -16   18    -1.072891  -1.922080
  -11   16   23    -12  -27   -5    -1.040264  -1.311062
  -11   23  -16    -17   21   13     1.273392  -1.742873
  -11   23   16    -24  -17    6     1.561088  -2.540452
  -11   26  -10    -24   17    6    -0.132357  -2.449761
  -11   26   10     -4   21   21    -2.028602  -0.433210
  -11   27   -7    -10  -24  -15    -0.439128  -1.106220
  -11   27    7      5    6  -29    -0.478751   0.574715
  -11   28   -1     19  -20  -12     0.393063   1.977708
  -11   28    0     20   12   19     0.018920   2.138238
  -11   28    1     18   18  -16     1.237819   1.934013
  -10  -28   -4     18    7   23    -0.436137   1.921112
  -10  -28    4      4   16  -25    -0.081805   0.479393
  -10  -26  -11    -29   -5    6    -0.252234  -3.050821
  -10  -26   11    -21    4  -21    -0.341713  -2.205992
  -10  -24  -15     19  -16  -17    -0.699566   1.989348
  -10  -24   15     19   17   16    -0.399524   2.048690
  -10  -21  -19    -15  -22  -14    -0.290887  -1.574401
  -10  -21   19     11   23   16    -0.024926   1.198890
  -10  -20  -20    -16   19   17    -0.010943  -1.630595
  -10  -20   20    -11  -23   16     0.218186  -1.197112
  -10  -19  -21      4   28  -10    -0.160383   0.516723
  -10  -19   21     21   20    8    -0.222075   2.244937
  -10  -15  -24     -1   13   27    -0.700725  -0.141312
  -10  -15   24    -21   20    8     0.945686  -2.168641
  -10  -11  -26     -8   29    1     0.757591  -0.824045
  -10  -11   26    -22  -20    4    -0.350353  -2.295161
  -10   -4  -28    -14   -5   26    -0.123300  -1.427141
  -10   -4   28    -30   -2    1    -1.847795  -3.134381
  -10    4  -28      1  -18  -24    -0.016778   0.128553
  -10    4   28    -11    7   27     0.605123  -1.155535
  -10   11  -26     27   11    7     0.007260   2.855982
  -10   11   26     -1  -30    0    -1.271164  -0.247881
  -10   15  -24     17   23    9    -0.005462   1.837384
  -10   15   24     20   -4   22    -0.003146   2.116087
  -10   19  -21    -24   10   15     0.017504  -2.466690
  -10   19   21     12  -19   20    -0.686007   1.247610
  -10   20  -20    -10  -26  -11    -0.068174  -1.110764
  -10   20   20      6   24   17     0.056366   0.675102
  -10   21  -19     -9   17   23     2.092977  -0.948717
  -10   21   19    -29   -3   -7    -0.267080  -3.044022
  -10   24  -15     13   27   -1    -0.671815   1.379466
  -10   24   15     20  -22   -4    -0.084199   2.073080
  -10   26  -11     -1    8  -29    -0.383925  -0.153798
  -10   26   11     24  -16    8    -0.655540   2.457935
  -10   28   -4     16    5  -25    -0.163814   1.675500
  -10   28    4    -27  -12   -5     2.420573  -2.862159
   -9  -28   -6     17   21   13     1.215139   1.831583
   -9  -28    6      5   14   26    -1.231102   0.589542
   -9  -26  -12     -1   15   26    -0.240973  -0.133584
   -9  -26   12      9  -17  -23    -0.380907   0.949477
   -9  -25  -14     12   23  -15    -0.813350   1.295644
   -9  -25   14     -5   27   12     0.264279  -0.535723
   -9  -23  -17     15   26   -1     0.070928   1.597602
   -9  -23   17    -16    8   24    -1.200649  -1.654087
   -9  -17  -23    -12   -5   27    -0.288326  -1.265908
   -9  -17   23    -12    9  -26    -0.997581  -1.259170
   -9  -14  -25     13   17  -21     0.419222   1.365498
   -9  -14   25     16  -23  -11     0.463769   1.624052
   -9  -12  -26    -11  -16  -23    -0.357967  -1.192930
   -9  -12   26    -24  -18    1     1.515431  -2.549645
   -9   -6  -28    -24    0  -18    -1.166199  -2.499549
   -9   -6   28     20  -20  -10    -0.138667   2.083470
   -9    6  -28    -21  -21    4     0.505398  -2.250481
   -9    6   28     30   -1   -2     0.325921   3.093055
   -9   12  -26    -13   27   -1     1.872410  -1.321889
   -9   12   26      5  -29    6    -1.454050   0.533225
   -9   14  -25    -10  -26   11     0.695962  -1.107124
   -9   14   25      0  -30   -2     0.799393  -0.084123
   -9   17  -23     -2  -30   -1    -0.479226  -0.356575
   -9   17   23     26  -15    0    -0.283409   2.658062
   -9   23  -17      5   16  -25     0.715315   0.592391
   -9   23   17    -19    4  -23    -0.628767  -2.007934
   -9   25  -14      1   30    0    -0.177887   0.247843
   -9   25   14     16  -18   18    -1.189782   1.638385
   -9   26  -12      4  -25   16     0.244522   0.418736
   -9   26   12     19   -4   23    -0.628426   2.008197
   -9   28   -6     16  -18  -18    -1.210623   1.637310
   -9   28    6    -20  -21   -8     1.042893  -2.156651
   -8  -29   -1      4  -22   20    -0.159662   0.431314
   -8  -29    0      8   -7   28    -0.540474   0.863847
   -8  -29    1     11   28   -1    -0.708171   1.212471
   -8  -28   -7     -5   12  -27    -0.528598  -0.566722
   -8  -28    7     12   15  -23     0.240176   1.279595
   -8  -24  -16     -1   28   11    -0.766564  -0.106265
   -8  -24   16     15  -12   23    -0.631315   1.505373
   -8  -21  -20     -5  -25  -16    -0.018140  -0.601274
   -8  -21   20     16   17  -19    -0.128050   1.692866
   -8  -20  -21    -23   16   11    -0.605221  -2.322638
   -8  -20   21    -20   19   12     0.084348  -2.089061
   -8  -16  -24      8   -7  -28     0.174888   0.861925
   -8  -16   24    -14  -25    9    -1.016168  -1.447902
   -8   -7  -28    -20   19  -12     0.639673  -2.093441
   -8   -7   28     24   18   -1    -0.386176   2.548561
   -8   -1  -29    -14   -5  -26     0.110447  -1.430049
   -8   -1   29      8  -20  -21    -0.184478   0.849731
   -8    0  -29     11   16  -23    -1.119458   1.191115
   -8    0   29    -13   27   -2     0.435585  -1.323957
   -8    1  -29      4   19  -23     0.764560   0.483873
   -8    1   29    -26   15    2    -1.184076  -2.650636
   -8    7  -28     -3   -7   29    -1.013025  -0.381084
   -8    7   28    -15  -25    7    -0.867902  -1.586912
   -8   16  -24      0   30    0     0.551712   0.077841
   -8   16   24     -2   24   18    -0.635971  -0.277352
   -8   20  -21     -4   23   19     0.778574  -0.421461
   -8   20   21    -15  -14  -22     0.663441  -1.568352
   -8   21  -20    -23   19   -4     1.810267  -2.309362
   -8   21   20    -11  -26  -10     0.017537  -1.205867
   -8   24  -16     -8   21  -20     1.666427  -0.846856
   -8   24   16    -19  -20  -12    -0.281467  -2.053541
   -8   28   -7     -1  -30   -2     0.135624  -0.255021
   -8   28    7    -19  -21   10     0.031620  -2.055231
   -8   29   -1      4   19   23     1.514378   0.487822
   -8   29    0    -16  -17   19    -0.022850  -1.693537
   -8   29    1    -23    7   18    -0.308281  -2.351395
   -7  -29   -4    -27  -13    1    -1.329371  -2.867668
   -7  -29   -3     27    7   11    -0.775391   2.851836
   -7  -29    3     -9  -14   25     0.356753  -0.983798
   -7  -29    4    -15   10   24     0.469343  -1.507247
   -7  -28   -8     23   19   -3    -0.281190   2.427194
   -7  -28    8     -9  -26  -12     1.379106  -1.010262
   -7  -27  -11    -17   21   13    -0.257743  -1.744989
   -7  -27   11      0  -13   27     1.348671  -0.025813
   -7  -25  -15    -29    7    4    -1.421547  -2.990303
   -7  -25   15     -2  -18   24     0.231559  -0.328270
   -7  -23  -18     -7   11  -27    -2.442914  -0.736177
   -7  -23   18     -3   -7   29     1.223555  -0.382392
   -7  -18  -23    -16  -25   -5    -1.055520  -1.730814
   -7  -18   23    -10   -4   28    -1.735362  -1.067793
   -7  -15  -25     -3   -7  -29     0.211883  -0.385870
   -7  -15   25     24  -18    2     0.238632   2.447179
   -7  -11  -27     24    6   17     0.777007   2.515569
   -7  -11   27      5  -14  -26     0.510886   0.558715
   -7   -8  -28    -17   18   17     0.424303  -1.755944
   -7   -8   28      0    0   30     0.936738   0.002652
   -7   -4  -29     13   -1  -27     0.196668   1.344966
   -7   -4   29    -26  -11  -10    -0.828380  -2.747425
   -7   -3  -29     -4   20  -22     0.916271  -0.440413
   -7   -3   29     26  -10   11     0.015741   2.686957
   -7    3  -29      8   20  -21    -0.600591   0.894425
   -7    3   29    -21   -4  -21    -0.842800  -2.212569
   -7    4  -29     -2    0   30    -1.614235  -0.303990
   -7    4   29     -7   28    8    -0.151070  -0.700923
   -7    8  -28     13    0   27    -0.925394   1.352337
   -7    8   28    -12    5  -27    -1.500188  -1.265234
   -7   11  -27     14   -5  -26     0.842320   1.420451
   -7   11   27     11    7  -27    -1.632484   1.180201
   -7   15  -25    -24  -18    1     0.853306  -2.549721
   -7   15   25      6   29   -5     0.368239   0.681614
   -7   18  -23    -29   -5    6     0.566440  -3.052032
   -7   18   23     25    9  -14     1.286947   2.622782
   -7   23  -18     18   -2  -24     0.057351   1.887456
   -7   23   18     26  -14    5     0.819247   2.670244
   -7   25  -15     -3   -7   29    -0.981136  -0.381164
   -7   25   15    -29   -8    1     0.172906  -3.075054
   -7   27  -11    -28   -9    6    -0.349849  -2.960488
   -7   27   11     -6    9  -28    -0.177870  -0.646513
   -7   28   -8     29    5    6     1.225430   3.054896
   -7   28    8     -4   29    7    -0.693529  -0.404096
   -7   29   -4    -21   -8  -20     0.070110  -2.218274
   -7   29   -3     -2  -24  -18    -0.669259  -0.337016
   -7   29    3     26    5   14     1.023157   2.731261
   -7   29    4     26   15   -2    -0.064611   2.761370
   -6  -29   -5      0   -1  -30    -0.828365  -0.006459
   -6  -29    5    -16   23  -11     0.054283  -1.627558
   -6  -28   -9    -11   28   -1     0.476801  -1.125920
   -6  -28    9      5   16  -25     0.055304   0.592126
   -6  -24  -17    -23   -3  -19     1.071053  -2.370343
   -6  -24   17     -7    3  -29     0.056587  -0.753062
   -6  -17  -24    -26   10   11    -0.528974  -2.682824
   -6  -17   24    -24    2   18    -0.855005  -2.484321
   -6   -9  -28    -29   -1    8     1.740065  -3.036258
   -6   -9   28    -23   18    7     0.056551  -2.311633
   -6   -5  -29    -25  -15    7    -0.513873  -2.634125
   -6   -5   29    -21  -13   17    -1.138899  -2.225097
   -6    5  -29     17   23    9    -1.484679   1.837206
   -6    5   29     25    7   15     0.816107   2.621180
   -6    9  -28     23   -7   18    -0.833769   2.353531
   -6    9   28    -28    0  -11    -0.003923  -2.929664
   -6   17  -24     -9   28   -6    -1.623307  -0.928627
   -6   17   24    -25    7  -15     0.884635  -2.593696
   -6   24  -17     23  -11   16     1.542755   2.343625
   -6   24   17    -21  -10  -19    -0.250436  -2.223667
   -6   28   -9      0    1   30    -0.657042   0.005934
   -6   28    9     16  -25    5     1.256132   1.614928
   -6   29   -5      8  -21  -20     0.330080   0.845562
   -6   29    5    -13   21  -17    -0.200655  -1.329407
   -5  -29   -6    -17  -23    9    -2.980301  -1.833310
   -5  -29    6     -1  -27  -13    -0.328723  -0.229135
   -5  -27  -12     -4   28   10    -0.797350  -0.410340
   -5  -27   12    -30   -1    1    -0.472486  -3.123244
   -5  -26  -14    -28   -1   11    -1.302343  -2.931944
   -5  -26   14     -7  -23   18     0.416590  -0.790817
   -5  -25  -16    -23   16   11     0.154273  -2.321953
   -5  -25   16     30    1    1    -0.147373   3.128521
   -5  -16  -25    -20   21   -8    -0.006241  -2.082867
   -5  -16   25    -13    2  -27     0.137521  -1.340707
   -5  -14  -26     23  -19   -4     0.613895   2.299416
   -5  -14   26    -15   26    2    -0.114335  -1.460420
   -5  -12  -27     18  -17   17     0.390093   1.875722
   -5  -12   27     -7  -25   15     0.420777  -0.796883
   -5   -6  -29     12  -26    9    -2.319909   1.229532
   -5   -6   29     -2   30    0     2.444761  -0.260240
   -5    6  -29     28   -8    7     0.810393   2.901789
   -5    6   29    -30   -2    0     0.871413  -3.138018
   -5   12  -27    -20  -21    8     0.003817  -2.152207
   -5   12   27    -21    8   20     1.035769  -2.198303
   -5   14  -26     -6   -9   28     0.213246  -0.659602
   -5   14   26     16  -11   23     1.114650   1.649265
   -5   16  -25     -7   18  -23    -0.745117  -0.724814
   -5   16   25    -24   10   15     0.638085  -2.468529
   -5   25  -16      2    1  -30    -0.659309   0.311611
   -5   25   16    -16  -18  -18     0.493482  -1.700368
   -5   26  -14     27  -12   -5    -0.230626   2.790341
   -5   26   14      2  -26   15     0.296180   0.273867
   -5   27  -12    -17   13  -21    -1.824852  -1.775886
   -5   27   12    -15  -25   -7     0.900595  -1.591652
   -5   29   -6    -21   13  -17     2.236901  -2.190036
   -5   29    6     16    8   24    -0.610220   1.685513
   -4  -29   -7     -7   29   -4    -0.938367  -0.696327
   -4  -29    7     23   16   11     1.576995   2.409545
   -4  -28  -10    -29    0   -8    -0.823645  -3.032532
   -4  -28   10    -26   10  -11    -2.609297  -2.685578
   -4  -25  -16     -1  -15   26    -0.344273  -0.203458
   -4  -25   16     23    7   18    -1.425248   2.382146
   -4  -23  -19      0    0   30     0.874489   0.000839
   -4  -23   19    -28    1  -11     0.755356  -2.924246
   -4  -22  -20      1   -1  -30    -0.386737   0.164190
   -4  -22   20     16   -5   25    -1.253832   1.661391
   -4  -21  -21    -11    0  -28     0.812981  -1.170318
   -4  -21   21     -4   23  -19     0.441914  -0.424571
   -4  -20  -22      2  -26   15    -1.915301   0.275021
   -4  -20   22     17   16   19     0.639705   1.808185
   -4  -19  -23      0  -15  -26     1.319767  -0.034107
   -4  -19   23      3   23   19    -2.062616   0.396440
   -4  -16  -25     14    5  -26     0.799322   1.426519
   -4  -16   25      2   -1  -30    -1.252949   0.300555
   -4  -10  -28     16   19  -17     0.705275   1.705104
   -4  -10   28      4  -21   21    -0.884188   0.434906
   -4   -7  -29     29   -4   -7    -0.635102   3.013810
   -4   -7   29    -23   -9  -17    -0.136737  -2.387120
   -4    7  -29     20  -12  -19    -1.226202   2.094539
   -4    7   29    -17   16  -19     0.369299  -1.768044
   -4   10  -28    -15  -26   -1    -0.788284  -1.602632
   -4   10   28      5   12  -27    -0.414069   0.581287
   -4   16  -25      6    5   29    -0.751498   0.657401
   -4   16   25     18   17  -17     1.432407   1.927356
   -4   19  -23      0   29    8     0.545785   0.070658
   -4   19   23     24   15   10    -0.304201   2.533188
   -4   20  -22    -27   13   -1     1.117705  -2.785034
   -4   20   22      5  -29   -6     0.606168   0.528017
   -4   21  -21     20  -22   -4    -0.233257   2.073468
   -4   21   21      6   28   -9    -0.522214   0.675844
   -4   22  -20     21   17  -13    -0.149203   2.232163
   -4   22   20      6   24   17     0.307552   0.674488
   -4   23  -19      6   28   -9    -0.063616   0.677761
   -4   23   19     17   18   17    -0.576071   1.820052
   -4   25  -16     -9   26   12     0.889372  -0.931712
   -4   25   16    -15   26    2     0.052434  -1.459852
   -4   28  -10     12  -19   20    -0.502532   1.247513
   -4   28   10      1  -26  -15    -0.176168   0.117155
   -4   29   -7    -15  -24   10     0.525800  -1.583223
   -4   29    7     15   26   -1     1.899038   1.595313
   -3  -29   -7    -27   -2   13    -2.515067  -2.836311
   -3  -29    7     24  -18   -2    -0.060812   2.435402
   -3  -23  -19      0   27   13     0.848862   0.057343
   -3  -23   19     15   -7  -25    -0.826192   1.513752
   -3  -19  -23    -18  -23    7     1.017592  -1.939339
   -3  -19   23    -10  -19   21     0.652452  -1.086294
   -3   -7  -29     20   -4  -22     1.597976   2.113583
   -3   -7   29      4   20   22    -0.306476   0.493513
   -3    7  -29     30    2   -1     0.358358   3.133958
   -3    7   29     30   -1   -1     1.666642   3.094103
   -3   19  -23    -30   -1   -1    -1.019540  -3.128752
   -3   19   23     15    0  -26     0.368371   1.532188
   -3   23  -19     23  -16  -11     1.123178   2.323069
   -3   23   19     -2   15   26    -0.383191  -0.287003
   -3   29   -7     27   -7  -11    -0.904496   2.802912
   -3   29    7    -10   20   20    -0.955646  -1.039551
   -2  -30   -1    -29   -4    7    -1.591407  -3.047693
   -2  -30    0    -30   -2   -1     0.194168  -3.140835
   -2  -30    1    -27    7   11     0.199514  -2.801184
   -2  -27  -13      0  -29   -8     0.494919  -0.069906
   -2  -27   13      0   13  -27    -0.520185   0.025601
   -2  -26  -15     18   17   17     0.354743   1.930292
   -2  -26   15     14   22  -15    -1.243548   1.443156
   -2  -24  -18    -28   -9   -6    -1.350650  -2.964433
   -2  -24   18      4  -28  -10     0.284377   0.409961
   -2  -18  -24      7  -23  -18    -2.262553   0.715350
   -2  -18   24     29    7    3     0.879001   3.070462
   -2  -15  -26     -9   12  -26     0.320805  -0.962460
   -2  -15   26     19   12   20    -1.030595   2.037555
   -2  -13  -27    -19  -17   16     0.647575  -2.044133
   -2  -13   27     18    0  -24    -0.609181   1.899599
   -2   -1  -30    -19    3   23     0.317369  -2.011377
   -2   -1   30     17  -13   21    -0.513855   1.774858
   -2    0  -30    -24   -8   16     0.786503  -2.519490
   -2    0   30     28    8   -7    -0.608491   2.954898
   -2    1  -30    -14   15  -22    -0.922011  -1.411187
   -2    1   30     17   19  -16     0.791168   1.823189
   -2   13  -27     -1  -29   -8    -0.531456  -0.241051
   -2   13   27     -8   16   24     0.450760  -0.856766
   -2   15  -26     11   26   10     0.937758   1.204702
   -2   15   26     -7   -4  -29     0.588020  -0.765915
   -2   18  -24     30    0    1     0.685474   3.115985
   -2   18   24     11    1   28    -0.335177   1.176038
   -2   24  -18      0   24  -18    -2.373996   0.042878
   -2   24   18     14   15   22    -0.382510   1.440673
   -2   26  -15    -16   -5   25    -0.206442  -1.675066
   -2   26   15      9   26  -12     0.921957   1.006420
   -2   27  -13     22  -15  -14     1.444630   2.260605
   -2   27   13     23   19   -3    -0.384867   2.426940
   -2   30   -1      0   26  -15     0.709722   0.050210
